Director,Rating
1168332,4.85
1168688,7.3
1169199,5.0
1169258,6.9
1169700,3.7
1170208,6.5
1170324,5.8
1171436,5.6
1171479,5.9
1171600,5.4
1171679,2.7
1171811,4.87
1171995,7.5
1172134,6.4
1172141,5.45
1172327,3.3
1172386,7.3
1172560,6.25
1172952,8.78
1173316,6.7
1173366,4.8
1173714,5.4
1174393,8.4
1175793,6.1
1176438,7.2
1177635,7.6
1178426,6.45
1178489,6.34
1179594,6.3
1180860,7.7
1181222,7.7
1182023,6.45
1182112,6.7
1182381,5.42
1182504,6.3
1183723,4.5
1183981,2.8
1184015,6.26
1184304,5.0
1184591,6.6
1185518,4.1
1185571,7.4
1185755,3.7
1186006,5.1
1186312,5.1
1186753,7.7
1187151,7.6
1187437,6.65
1188173,7.7
1188525,4.1
1188986,5.1
1189317,6.5
1189673,6.3
1189721,4.3
1190464,8.8
1190929,3.8
1191389,6.5
1191520,6.4
1191999,4.1
1192164,4.95
1193234,6.7
1193320,6.6
1193322,7.4
1193326,7.6
1193488,6.7
1195141,5.2
1196041,6.12
1196142,4.7
1196702,6.57
1197842,7.35
1198082,6.03
1198154,5.2
1198277,6.97
1198685,3.4
1198760,7.0
1198902,7.2
1198947,6.4
1199395,5.7
1199398,5.3
1199419,5.3
1199745,7.7
1200464,6.74
1200724,7.8
1200835,5.0
1200997,6.53
1201187,6.8
1201600,6.8
1201625,5.6
1202521,6.7
1202718,7.8
1202751,6.8
1203033,7.05
1203542,6.1
1203703,2.1
1203818,6.3
1204407,6.73
1204603,6.0
1204720,4.07
1205743,6.2
1206100,4.95
1206222,3.9
1206369,5.65
1206388,7.6
1206502,6.3
1207715,6.85
1207837,7.9
1208457,6.83
1208471,6.63
1209028,6.5
1209137,7.2
1209351,7.0
1209740,5.9
1210027,6.95
1210316,6.2
1210587,5.0
1211115,4.2
1211221,6.5
1211858,4.05
1212159,5.8
1212606,7.4
1212922,6.7
1213612,6.8
1213779,7.13
1214653,5.5
1214814,5.5
1215235,7.6
1215241,7.2
1215523,5.85
1215766,5.6
1216508,3.0
1216693,6.5
1216795,5.0
1216859,7.8
1217352,5.1
1217523,5.6
1217728,5.3
1217815,4.95
1217959,6.4
1218022,7.62
1218034,5.6
1218257,5.9
1218549,7.1
1218690,6.6
1219352,6.7
1219926,4.0
1219983,7.88
1219988,3.15
1220180,7.75
1220423,7.4
1220512,6.73
1220563,5.7
1220691,5.2
1221075,5.5
1221362,5.4
1221814,6.1
1221918,6.0
1222028,4.6
1222029,4.15
1222039,6.4
1222303,3.8
1222755,6.7
1223104,5.5
1223790,3.0
1224187,4.9
1224313,7.8
1224658,5.5
1224665,6.5
1224933,5.1
1226081,5.9
1227164,7.45
1227269,5.58
1227373,5.4
1227384,4.4
1227500,4.85
1227607,5.1
1227768,6.33
1228163,1.2
1228597,7.4
1229370,5.0
1229500,6.3
1230658,6.72
1230773,2.8
1230904,7.3
1231042,7.3
1231231,6.15
1231916,7.0
1232036,7.2
1232493,4.5
1232567,6.8
1233050,4.8
1233260,6.97
1233752,3.4
1233881,6.3
1233990,7.05
1235564,6.81
1235825,8.27
1235931,6.1
1236048,6.62
1236207,3.05
1236463,5.6
1236815,4.5
1236879,7.5
1237045,4.5
1237218,6.35
1237267,7.4
1237289,6.6
1237291,6.0
1237545,7.3
1237823,6.45
1237912,6.59
1238694,7.1
1238919,6.0
1239270,6.7
1239328,6.0
1239500,6.26
1239625,7.8
1239741,5.8
1239967,3.8
1240155,4.25
1240291,7.6
1240472,7.8
1240530,4.5
1241355,6.95
1242080,6.2
1242165,8.4
1243509,5.47
1243762,7.3
1244050,3.7
1244129,6.39
1244156,5.7
1244197,6.93
1244593,6.5
1244733,4.35
1244915,4.9
1245121,5.5
1245658,4.3
1246139,6.2
1246188,6.65
1246257,6.1
1246481,6.7
1246996,6.2
1247141,7.5
1247216,3.8
1247224,6.1
1247408,5.6
1248238,7.7
1248368,6.7
1248743,6.95
1248929,5.5
1249016,5.65
1249604,8.1
1249959,6.5
1250192,7.0
1250309,7.2
1250376,4.7
1250415,7.3
1250627,6.6
1251149,7.4
1251150,8.08
1251434,5.7
1251956,7.1
1252151,7.1
1252321,6.6
1252876,6.5
1253118,6.9
1254610,7.4
1255010,8.0
1255144,6.3
1255878,6.6
1255890,7.7
1255893,5.4
1255895,6.25
1256551,4.5
1256643,7.8
1256853,6.45
1257057,5.8
1257133,8.0
1257145,7.5
1257309,6.7
1257636,3.4
1257648,3.4
1259537,6.6
1259566,7.7
1259891,3.4
1259958,6.8
1260407,4.88
1260789,5.9
1261342,7.0
1262536,5.4
1262637,4.3
1262659,3.9
1262692,7.4
1263403,5.1
1263485,6.7
1263876,6.9
1264145,7.7
1264258,6.9
1264318,5.1
1264444,7.37
1265074,7.6
1265500,5.6
1265851,7.3
1266150,7.3
1266264,6.5
1266285,5.74
1266511,5.2
1266713,7.07
1266753,5.4
1266839,6.1
1267021,7.8
1267434,7.85
1267469,5.0
1267541,7.0
1267682,6.2
1268208,5.57
1268484,4.75
1268661,5.8
1269747,6.4
1269966,6.9
1270540,5.4
1270968,6.1
1271021,7.55
1272069,4.8
1272241,6.1
1272471,7.7
1272891,8.3
1273129,5.3
1274409,5.8
1275642,5.3
1275988,4.7
1276148,7.0
1276227,4.4
1276273,5.8
1276699,3.4
1278456,7.13
1278519,5.9
1278572,5.73
1278955,4.0
1279339,6.1
1279816,4.0
1280468,7.0
1280491,6.8
1281400,6.6
1281645,5.0
1281880,7.3
1282147,5.3
1282263,6.55
1283100,7.35
1284083,6.4
1284285,4.6
1284544,6.5
1284585,2.6
1284652,6.5
1285364,6.2
1285450,6.95
1286219,6.95
1286221,6.3
1286731,5.7
1287118,7.05
1287889,7.2
1287994,7.0
1288161,8.0
1288248,7.6
1288490,5.62
1289006,7.0
1289094,5.2
1289731,7.33
1290155,4.9
1290507,4.6
1290661,8.8
1290668,3.2
1290808,4.25
1290863,7.1
1291027,6.7
1291031,7.9
1291276,5.7
1291789,5.75
1292000,7.6
1292155,7.2
1292422,5.5
1292904,6.7
1293523,4.35
1293546,7.7
1293550,7.5
1294043,7.3
1294076,4.6
1294175,5.8
1294254,5.68
1294330,8.0
1294866,6.5
1295071,5.9
1295514,6.8
1296623,3.7
1296655,6.4
1296889,6.5
1297196,6.3
1297709,7.25
1298306,5.0
1298670,6.2
1298932,6.2
1299485,6.33
1300084,4.2
1300111,6.1
1300535,5.0
1300705,6.5
1300805,5.6
1300824,6.23
1300980,6.0
1301067,5.0
1301545,5.93
1301620,7.1
1301664,4.1
1301743,3.5
1301813,6.0
1301914,6.25
1301987,6.35
1302001,8.2
1302030,6.0
1302046,6.5
1302538,8.0
1303378,7.9
1303445,4.7
1304332,7.0
1304578,4.4
1304583,5.1
1306507,5.93
1307168,7.1
1307336,8.6
1308240,5.2
1308449,6.67
1308903,7.3
1308918,8.3
1308973,5.0
1310080,7.35
1310085,8.5
1310423,7.3
1310706,5.2
1311398,5.3
1311508,6.3
1311902,4.5
1311928,7.9
1312094,9.0
1312208,4.9
1312771,6.88
1312929,7.4
1313404,4.4
1313904,6.95
1314329,5.7
1314644,5.9
1315164,6.6
1315551,6.1
1316558,6.0
1316648,4.7
1316721,6.3
1317260,4.75
1317870,6.1
1318170,7.0
1318524,7.0
1318601,6.9
1318602,6.5
1318627,4.2
1318929,7.0
1319545,5.5
1319708,7.3
1319868,6.15
1319876,4.9
1320485,6.7
1320528,6.9
1320822,6.6
1321108,3.5
1321114,5.8
1321334,6.9
1321442,5.8
1322086,5.36
1322164,4.9
1322749,5.6
1322816,7.5
1323494,4.4
1323654,3.6
1323813,5.83
1323899,6.0
1324096,7.4
1324243,1.6
1324641,4.2
1324778,6.74
1325381,5.8
1325501,7.2
1325559,5.2
1325721,7.1
1325834,6.0
1326648,4.8
1326809,7.3
1326944,7.3
1327395,7.35
1327530,6.0
1327624,6.65
1327929,7.2
1328207,7.65
1328279,7.0
1328376,7.1
1328817,6.8
1329036,7.4
1329142,6.88
1329422,6.0
1329576,3.25
1329786,7.1
1329964,4.2
1330046,5.3
1330060,7.6
1330102,4.8
1330351,4.1
1331005,6.5
1331594,6.1
1332013,6.4
1332204,5.6
1332575,6.5
1332912,5.9
1332986,5.2
1333279,4.95
1333634,7.0
1333786,6.9
1334000,5.5
1334626,6.3
1334952,5.9
1335023,6.57
1335076,7.3
1335140,7.03
1335912,5.4
1336106,6.45
1336141,5.6
1336558,6.8
1337857,5.5
1338386,7.5
1338509,7.3
1338513,7.05
1338763,8.2
1339199,8.55
1339473,8.8
1339597,7.1
1340201,6.95
1340448,5.6
1340609,7.6
1340698,6.3
1340927,7.9
1341027,7.7
1341196,4.7
1341676,7.4
1341714,4.7
1341799,6.6
1342016,6.45
1342022,4.0
1342863,5.2
1342921,6.5
1342992,4.9
1343157,4.7
1343363,6.2
1343478,6.7
1343491,4.9
1343562,5.23
1343801,5.2
1343946,6.7
1344010,5.65
1344180,4.6
1344521,5.4
1345063,7.3
1345072,5.9
1345095,6.8
1345590,6.68
1345756,6.65
1346211,6.85
1346320,6.5
1346502,5.2
1346927,7.17
1347044,7.25
1347106,6.2
1347264,7.9
1347292,5.65
1347521,5.6
1347730,5.5
1348490,6.9
1348635,7.3
1349239,6.72
1349257,6.0
1349506,7.4
1349623,5.0
1349702,7.1
1349770,6.9
1349988,5.7
1350131,5.6
1350674,7.9
1350889,6.1
1351489,5.4
1351703,7.2
1351965,6.05
1353031,7.0
1353529,4.7
1353549,7.6
1353628,7.6
1353764,6.5
1354390,2.8
1354407,4.2
1355378,7.5
1355449,6.0
1355515,5.7
1355685,7.6
1356371,4.8
1357073,6.3
1357671,7.4
1357852,6.5
1358027,3.95
1358600,7.4
1359330,6.9
1359520,4.85
1360036,6.17
1360155,6.8
1360248,7.6
1360263,6.1
1360314,7.1
1360369,6.3
1360427,7.4
1360676,7.4
1361045,6.2
1361296,6.5
1361488,6.5
1361654,5.7
1361712,5.35
1362165,6.6
1364084,6.2
1365021,7.4
1365196,5.3
1365260,6.9
1365466,3.0
1365503,5.35
1365595,5.3
1365597,6.5
1365835,6.7
1365854,7.3
1366135,5.7
1366821,4.0
1366944,5.7
1367198,7.65
1367736,7.2
1367780,7.2
1368513,4.5
1368515,5.2
1369055,5.24
1369083,7.3
1369144,6.25
1369167,5.8
1369921,7.2
1369965,6.45
1370313,7.0
1370470,5.9
1371153,4.45
1371204,5.1
1371673,4.8
1371798,6.6
1371870,7.35
1372008,4.8
1372020,8.2
1373058,3.2
1373401,8.3
1374012,4.0
1374216,6.8
1374408,6.8
1374432,7.4
1374458,6.6
1374595,3.6
1375070,6.3
1375258,4.6
1375851,6.27
1375865,6.1
1377659,4.1
1377741,7.25
1378199,6.77
1378984,5.9
1379206,7.7
1379418,7.3
1379746,4.4
1379802,7.8
1380260,5.1
1380516,6.27
1380908,5.7
1380949,4.0
1381509,5.9
1381688,6.4
1381880,7.5
1382213,7.9
1382648,6.5
1382953,6.8
1383099,3.1
1383593,6.0
1384304,6.57
1384727,6.5
1384756,6.6
1386207,7.3
1386214,6.0
1386582,6.7
1386828,5.8
1386855,6.7
1387572,4.4
1388186,3.2
1389074,7.5
1389128,5.7
1389303,7.7
1389355,7.2
1389407,4.1
1390002,5.35
1390057,6.85
1390117,7.6
1391455,6.6
1391814,5.6
1392205,6.8
1392348,6.1
1392745,8.0
1392923,5.9
1392931,8.4
1393152,5.3
1393620,5.1
1393637,6.0
1393638,5.9
1393842,5.7
1393986,4.6
1394299,7.43
1394572,5.3
1395191,5.5
1395275,6.5
1395285,5.64
1395309,5.4
1395324,7.0
1396317,5.3
1396754,5.5
1397632,5.9
1397852,7.2
1398169,6.4
1398616,6.2
1398673,5.9
1398677,8.7
1398729,5.98
1399020,4.5
1399105,6.0
1399342,4.2
1399495,6.2
1400053,4.9
1400108,4.7
1400161,3.45
1400977,6.28
1401037,5.8
1401116,7.58
1401127,6.5
1401584,7.35
1401811,6.2
1401992,7.17
1401995,6.6
1401997,7.2
1402965,6.24
1403148,8.0
1403275,7.45
1403822,6.6
1404419,5.7
1404434,7.1
1404556,6.8
1405111,6.13
1405852,3.4
1405917,4.9
1406414,5.4
1406492,6.1
1406564,6.45
1406646,6.5
1406841,6.9
1407143,8.0
1407418,7.9
1407429,6.8
1407540,7.8
1407542,7.4
1407735,5.53
1407948,6.45
1408022,5.2
1408065,7.0
1408291,6.1
1408391,6.1
1408418,9.1
1408546,6.5
1408655,6.7
1408775,7.9
1408919,6.3
1409177,4.55
1409957,6.3
1410062,6.8
1410082,6.1
1410191,7.1
1410268,8.4
1410714,5.2
1412313,7.9
1412386,4.6
1412678,7.3
1412722,4.5
1412880,6.7
1413179,4.7
1414521,6.75
1414865,6.4
1414958,6.1
1415326,7.3
1415584,7.32
1415701,4.9
1416213,5.3
1417129,5.1
1417270,6.8
1417953,6.0
1418664,6.7
1418762,7.5
1418868,3.4
1419108,7.6
1419138,6.4
1419227,7.9
1421741,6.1
1421941,6.85
1423253,6.5
1423724,7.64
1423817,7.4
1423839,6.3
1423953,7.3
1424064,4.35
1424076,8.3
1424104,3.1
1424811,6.5
1425358,5.5
1426101,5.3
1426339,5.7
1426439,6.7
1426583,7.1
1426671,7.0
1426890,7.5
1426902,7.3
1426921,6.4
1427504,6.45
1428180,5.7
1428602,6.4
1428603,4.6
1429913,7.6
1430236,7.9
1430911,7.05
1431464,4.64
1434178,6.8
1434682,6.9
1434786,8.3
1435745,4.7
1436162,6.1
1436579,6.2
1436674,6.9
1436685,6.05
1436688,5.62
1437155,7.5
1437444,6.3
1438432,5.8
1438568,7.1
1438660,6.5
1438885,5.0
1439439,5.3
1439802,6.3
1440613,7.1
1440688,6.15
1440798,5.6
1440948,7.9
1441052,5.3
1441465,5.0
1442121,7.6
1442174,7.9
1442481,5.2
1442786,4.2
1442827,4.5
1442906,6.56
1442992,6.55
1443755,6.7
1444179,6.6
1444496,4.4
1444569,3.9
1444620,8.8
1444627,7.13
1444758,3.7
1445429,6.1
1445628,5.5
1445966,3.5
1446009,4.7
1446962,6.65
1446987,6.5
1447151,6.1
1448708,4.3
1449532,6.1
1450335,4.8
1450336,6.5
1450341,6.1
1450357,8.0
1450765,6.2
1450895,3.3
1450914,8.2
1451084,6.2
1451518,7.2
1451592,2.2
1451923,3.5
1452197,6.55
1452424,6.7
1452493,4.9
1452529,4.7
1452605,6.03
1452734,7.5
1452949,7.6
1453256,7.1
1453455,4.9
1453510,5.0
1454432,5.0
1454732,7.4
1454854,2.0
1454937,5.53
1456270,6.25
1457416,2.5
1457664,6.9
1458071,7.4
1458174,7.0
1458583,7.6
1458865,5.3
1459028,6.7
1459264,5.4
1459265,5.4
1459305,5.3
1459398,5.65
1459460,6.15
1459483,7.3
1459939,7.29
1460197,5.6
1460349,6.5
1460438,7.3
1460450,5.6
1460579,5.75
1460871,5.7
1461029,6.56
1461149,7.1
1461896,5.4
1461957,5.4
1462328,7.0
1463292,6.9
1463723,3.8
1464011,4.4
1464093,4.8
1464206,6.17
1464293,8.6
1464350,7.7
1464969,7.0
1465271,5.6
1465720,3.6
1465736,5.5
1466147,6.8
1466702,8.2
1467070,6.7
1467452,4.4
1467506,7.2
1467781,6.65
1468110,6.0
1468446,5.2
1468520,6.1
1468965,6.45
1469588,5.2
1469680,7.1
1470445,6.2
1470698,3.3
1471050,7.17
1471433,6.7
1471571,4.8
1471758,4.4
1472029,7.4
1472057,7.5
1472211,5.1
1472406,7.5
1472412,5.85
1472473,3.4
1472476,5.9
1473297,6.8
1474694,6.64
1475283,7.75
1475364,2.3
1475385,5.9
1475414,6.8
1475485,4.9
1475920,4.7
1475923,4.7
1476526,4.2
1476846,4.8
1476920,4.9
1477037,5.7
1477268,3.9
1478404,5.9
1478844,4.95
1479011,6.0
1479371,4.63
1479591,6.53
1479947,4.8
1480105,4.0
1480892,7.6
1481273,6.92
1481759,4.6
1482573,5.8
1482581,6.9
1483272,7.1
1483484,6.4
1483628,8.7
1483670,7.4
1483834,6.4
1483871,6.6
1483994,3.1
1484066,6.0
1485268,7.2
1486199,8.4
1486247,5.5
1486426,7.3
1486511,4.1
1486686,6.2
1486872,6.6
1487042,6.4
1487209,6.5
1487220,4.9
1487360,7.3
1487555,7.0
1487940,5.9
1488359,7.75
1488687,5.4
1488823,6.28
1489161,6.4
1489393,5.1
1489715,6.0
1490195,4.2
1490265,4.6
1490592,7.8
1490830,6.1
1490926,2.4
1491050,6.8
1491370,7.2
1491637,6.9
1491672,5.65
1491819,6.6
1492113,7.57
1492753,6.1
1492787,6.1
1492842,5.8
1493230,5.95
1493381,4.6
1493907,7.8
1494010,2.3
1494130,6.97
1494220,7.6
1495032,4.7
1495393,6.0
1495491,3.55
1495789,6.67
1495974,7.04
1496009,4.3
1496251,6.7
1496501,7.9
1496560,4.9
1496639,6.2
1497363,6.15
1497375,5.7
1497592,4.53
1497701,5.6
1497713,7.4
1498024,6.1
1498338,3.0
1498452,7.2
1499360,6.84
1499854,5.6
1499967,6.3
1500135,3.4
1500328,6.8
1500481,7.57
1501239,4.5
1501996,5.3
1502022,6.2
1502533,6.5
1502608,6.0
1503358,5.5
1503488,6.38
1503811,4.3
1503869,5.2
1503881,5.45
1504539,5.4
1505116,6.7
1505315,7.3
1505546,7.9
1506004,5.3
1506611,4.47
1506741,7.5
1507166,7.2
1507201,5.9
1507230,6.4
1507728,6.1
1507756,6.9
1508122,4.9
1508453,5.8
1508943,6.5
1508948,6.6
1509082,6.9
1509449,7.4
1509454,5.1
1509638,6.2
1509677,7.0
1510334,7.5
1510417,7.5
1510618,7.0
1510749,8.2
1511171,5.3
1511215,6.97
1511230,6.28
1511266,6.65
1511277,7.1
1512586,7.2
1512596,5.3
1512636,7.05
1512736,8.1
1513275,7.3
1513431,3.49
1513660,7.06
1514292,6.2
1514656,6.4
1514690,5.5
1515389,6.4
1515721,5.2
1516221,3.07
1516740,6.4
1516833,7.3
1517063,6.1
1517155,5.5
1517757,6.86
1517834,6.9
1518348,5.6
1518554,7.0
1518649,6.6
1518764,7.15
1518835,5.6
1519395,6.2
1519937,6.8
1520502,6.0
1520652,6.8
1521080,6.9
1521217,5.9
1521300,7.0
1521334,5.3
1521411,4.3
1521878,6.4
1522724,7.8
1523071,4.6
1523190,7.6
1523918,5.9
1524189,6.91
1524606,6.83
1524726,4.45
1524964,7.5
1525174,7.6
1525332,7.2
1525359,5.88
1525360,7.4
1525397,8.1
1525623,6.1
1526131,5.7
1526516,7.23
1526639,5.35
1526696,5.2
1527273,7.9
1527527,7.7
1527766,8.2
1528049,7.4
1528246,7.2
1528313,7.1
1528733,5.6
1529088,7.2
1530798,5.7
1530908,7.35
1531408,6.57
1531788,5.4
1531896,5.0
1531919,7.85
1532160,6.74
1532936,5.0
1533577,4.6
1533758,4.7
1534055,7.4
1534168,3.8
1534180,7.9
1534288,5.2
1534707,5.3
1534958,6.3
1535036,5.6
1535100,6.1
1535264,4.5
1535318,7.2
1535908,7.0
1536149,5.0
1536235,6.0
1536973,6.3
1537089,6.7
1537208,7.4
1537240,4.97
1537270,5.7
1538521,7.3
1538602,6.18
1538830,5.65
1538857,6.43
1539527,6.87
1539655,4.8
1540521,6.4
1540613,7.6
1541095,6.4
1541228,2.1
1541374,5.9
1541681,3.8
1541797,4.3
1542002,6.15
1542294,3.5
1542747,6.8
1542823,6.6
1543005,6.57
1543986,6.2
1544271,7.8
1544556,6.6
1544765,6.3
1545518,6.8
1545595,6.9
1545636,7.8
1545858,7.2
1546244,3.2
1546476,6.98
1546519,5.66
1546702,6.95
1546888,5.47
1546931,6.2
1547638,5.9
1548181,4.2
1549847,6.8
1549867,6.62
1550229,5.7
1550498,4.3
1550529,5.55
1550669,7.6
1550736,5.6
1550784,7.2
1550826,7.25
1551434,7.0
1551926,4.1
1552609,4.7
1553367,6.9
1553860,3.6
1554090,7.05
1554892,4.1
1555016,8.0
1555031,6.0
1555204,6.2
1556369,6.4
1556599,6.4
1556664,5.5
1556746,5.5
1556956,6.5
1557608,6.1
1557707,6.58
1558156,6.9
1558388,6.9
1558423,6.6
1559459,6.7
1560379,4.0
1560735,3.7
1561154,6.4
1561803,5.87
1561876,5.4
1562925,6.17
1563382,4.6
1563489,6.5
1563791,5.9
1564121,5.9
1564429,5.8
1564695,6.48
1564716,6.25
1564851,8.1
1564865,6.3
1565296,6.8
1565638,1.7
1565956,5.33
1566976,7.15
1567282,6.9
1567320,7.2
1567785,7.4
1567818,7.4
1568392,6.55
1568728,6.4
1568831,4.8
1569002,5.6
1569884,7.0
1571115,4.58
1571183,6.31
1572197,6.9
1572253,3.45
1572283,6.25
1573070,2.3
1573344,6.1
1573440,7.2
1573586,5.9
1573739,4.08
1574042,6.3
1574515,6.0
1575226,5.4
1575997,5.8
1576020,2.5
1576327,5.5
1576365,5.9
1576663,4.5
1576785,6.8
1576959,7.5
1576975,6.1
1577434,6.8
1577678,5.25
1577805,7.8
1577814,6.75
1577871,6.73
1578116,7.8
1578203,5.47
1578908,7.37
1578981,6.55
1579477,3.2
1579949,7.3
1579977,6.9
1580459,6.45
1580780,5.0
1580788,7.8
1580802,5.7
1581442,6.48
1581522,5.27
1581731,6.9
1581769,6.8
1582008,6.2
1582363,5.1
1582586,7.0
1582851,8.2
1583624,5.9
1583913,4.5
1584087,4.7
1584613,6.2
1584936,6.6
1585065,5.3
1585149,7.8
1585433,7.6
1585986,5.9
1586620,4.2
1586970,8.4
1587127,7.5
1587197,6.4
1587264,5.9
1587597,4.9
1587752,6.1
1587826,6.7
1587850,6.8
1588223,6.1
1588992,7.0
1589201,6.9
1589225,5.66
1589304,4.8
1590092,4.75
1590229,4.8
1590340,6.54
1590551,5.1
1590624,4.3
1590898,5.9
1590914,6.4
1591341,6.53
1591749,3.2
1591832,5.35
1591851,6.0
1592178,6.2
1592487,6.0
1593012,6.5
1593121,6.1
1593489,6.2
1593902,6.02
1593977,7.12
1594191,6.67
1594294,4.1
1594308,6.87
1594698,4.4
1594882,8.0
1594896,6.63
1595062,6.63
1595081,4.5
1596533,5.94
1597389,6.9
1597694,4.6
1597699,6.8
1597847,6.3
1597991,5.6
1598284,6.36
1598843,5.65
1598932,6.85
1599218,5.4
1599668,6.8
1599686,6.7
1599962,6.4
1600002,6.4
1600294,6.55
1600308,6.5
1600658,4.4
1600994,6.28
1601074,4.3
1601186,6.7
1601591,4.6
1602206,6.8
1602450,6.5
1602459,7.3
1602918,8.8
1602942,5.15
1603050,5.7
1604539,7.2
1604610,7.6
1604653,5.9
1604836,8.2
1604928,7.5
1604982,6.4
1605227,3.6
1605902,6.45
1606279,5.2
1607268,6.4
1607295,5.3
1607541,5.9
1607554,5.2
1607925,4.4
1608006,7.05
1608209,6.8
1608784,7.0
1609705,6.71
1609849,6.3
1609889,7.2
1609981,5.0
1610682,5.8
1611380,5.2
1611382,6.35
1611462,6.58
1611704,6.5
1611840,4.3
1612174,5.8
1612236,4.9
1612263,5.8
1612827,6.27
1613010,7.1
1613219,6.5
1614199,5.1
1615007,6.9
1615306,6.2
1615680,4.9
1616013,7.4
1616421,5.6
1617775,7.7
1618131,6.55
1618306,7.7
1618349,5.55
1618375,4.8
1618578,7.53
1619045,6.2
1619058,7.4
1619114,8.1
1619407,5.7
1620195,7.4
1620402,7.8
1620433,7.23
1620642,7.4
1620725,4.3
1620747,5.4
1621024,4.4
1621257,7.1
1621879,7.8
1622801,6.4
1623011,3.9
1623634,7.3
1624230,6.8
1624500,6.8
1625073,6.1
1625329,6.0
1625669,6.0
1626077,5.8
1626110,5.1
1626114,4.95
1626952,2.8
1627098,6.0
1627261,7.1
1627328,6.7
1627758,5.4
1627826,4.2
1627879,6.2
1628588,4.72
1628789,6.45
1628830,5.3
1628955,6.5
1629027,6.8
1629359,6.17
1629730,6.47
1630887,7.03
1631104,4.8
1631269,6.6
1631438,6.87
1631735,6.0
1631911,2.8
1631993,5.2
1632044,3.2
1632684,7.6
1632745,6.9
1633355,6.3
1633920,5.35
1633992,5.2
1634087,4.2
1634474,7.08
1634742,7.6
1635779,5.9
1636289,5.1
1636717,7.0
1636791,5.6
1636844,5.0
1637028,5.7
1637075,6.6
1637132,6.79
1637266,6.6
1637690,5.9
1637913,6.15
1638095,7.6
1638148,5.8
1638336,7.0
1639245,4.7
1639292,6.67
1639603,6.6
1639630,6.2
1639777,6.4
1640058,5.7
1640430,8.1
1640534,6.2
1640645,6.3
1641018,7.0
1641102,7.4
1641169,6.2
1641312,6.55
1641335,3.8
1641742,6.18
1641853,4.6
1642055,6.75
1642433,7.7
1642487,6.9
1643235,4.6
1643377,5.85
1643793,7.7
1644006,7.4
1644072,4.8
1644198,3.14
1644217,6.9
1644400,7.1
1644431,7.5
1644563,6.5
1644742,5.8
1645170,6.9
1645549,7.09
1645676,5.5
1645754,6.6
1646631,7.3
1646696,8.0
1646823,5.9
1646829,7.0
1646924,6.32
1647253,7.5
1647314,7.1
1647575,6.1
1647615,6.28
1647639,5.5
1647733,4.9
1648013,7.3
1648014,6.8
1648425,5.6
1648785,5.2
1649213,5.88
1649796,6.49
1649979,4.4
1650295,2.7
1651065,3.9
1651151,6.8
1651270,6.2
1651798,6.25
1651817,5.5
1651906,8.2
1652020,6.5
1652156,7.0
1652216,6.0
1652887,5.8
1653715,2.7
1653790,7.54
1654266,6.2
1654271,7.4
1655295,6.4
1655309,4.4
1655401,3.08
1655704,5.1
1655858,7.02
1655940,4.5
1656128,4.3
1656219,6.82
1656677,4.0
1657375,4.3
1658061,6.1
1658193,7.4
1658209,6.7
1658572,6.0
1659409,5.9
1659582,6.7
1660119,5.7
1660292,6.19
1661012,6.7
1661046,5.2
1661158,5.4
1661225,5.6
1661374,6.45
1661459,7.0
1661517,6.3
1661732,5.0
1661765,6.45
1661926,6.8
1661932,5.1
1661948,6.75
1661982,6.7
1662456,4.7
1662568,8.0
1662691,6.5
1662862,3.1
1662899,6.8
1662916,3.2
1662976,7.3
1663112,5.0
1663186,7.6
1663371,5.3
1663692,6.3
1663911,7.3
1663968,6.6
1664293,4.3
1664458,3.6
1664699,6.1
1664958,6.4
1665434,5.1
1665518,7.3
1665777,6.6
1665815,6.0
1666276,7.5
1666600,5.7
1666887,8.5
1667553,7.0
1667735,6.3
1667813,5.7
1667965,6.2
1668016,6.2
1668583,6.2
1669679,6.5
1670393,5.8
1671075,7.0
1671635,5.15
1671779,5.4
1671873,6.27
1672050,8.7
1672147,6.0
1672689,5.5
1673131,6.8
1673311,6.5
1673820,7.2
1673903,7.3
1674107,3.1
1674468,5.2
1674498,7.58
1674552,5.7
1674579,5.97
1674662,7.5
1675110,6.15
1675175,5.5
1675250,5.4
1675636,7.0
1675973,5.88
1676549,6.6
1676761,5.8
1676801,6.35
1677225,7.6
1677407,3.85
1677535,7.5
1677542,7.3
1677592,7.1
1678890,4.65
1679022,6.8
1679260,7.0
1679299,2.8
1679444,6.87
1679935,6.5
1679976,3.9
1680151,5.4
1680209,5.7
1680278,6.0
1680614,5.2
1680748,2.7
1681090,5.6
1681168,6.14
1681681,6.1
1681768,6.85
1682332,3.5
1682534,4.5
1682724,7.06
1683225,6.3
1683391,7.15
1684063,8.0
1684687,6.4
1685023,7.4
1685386,4.8
1685515,3.27
1685812,5.7
1685929,5.88
1686695,7.9
1686786,6.3
1687090,3.8
1687303,7.2
1687342,4.9
1688197,5.2
1688686,7.3
1688718,4.6
1688833,4.4
1689018,6.2
1689608,7.2
1690126,5.6
1691338,3.3
1691735,6.1
1691748,5.77
1692164,7.1
1692396,5.23
1692438,6.1
1692608,5.4
1692635,5.6
1692746,5.8
1693149,6.73
1693320,5.8
1693562,5.25
1693629,6.57
1693637,6.87
1693761,5.9
1693782,5.7
1694872,6.3
1695161,6.4
1695221,5.45
1695640,5.0
1695701,6.3
1696471,6.7
