«»,Producer, Film, Rating, Budget, Year
81114,4573909,2201949,7.2,"BRL 100,000",2008
81115,4573909,2639326,7.4,"BRL 3,000,000",2008
81116,4573949,2464226,6.3,"CAD 4,500,000",2001
81117,4573949,2527049,6.1,"FRF 20,000,000",2002
81118,4573949,2969389,7.4,"FRF 53,000,000",2001
81119,4573955,2435022,4.7,"$8,000,000",2011
81120,4574013,2546968,6.4,"$250,000",1996
81121,4574019,2707969,8.1,"INR 70,000,000",2014
81122,4574052,2311351,8.7,"$20,000",2007
81123,4574052,2878124,7.8,"$20,000",2007
81124,4574055,2172143,3.9,"$2,625,000",2008
81125,4574067,2388123,5.7,"$7,000,000",2013
81126,4574078,2272731,7.0,"PLN 7,000",2008
81127,4574085,2297029,6.1,"€ 12,000,000",2013
81128,4574087,2177986,7.1,"$20,000,000",2013
81129,4574087,2512323,7.4,"$50,000,000",2009
81130,4574087,2648478,6.5,"$70,000,000",2013
81131,4574087,2688687,5.7,"$35,000,000",2013
81132,4574110,2836760,6.4,"$300,000",2010
81133,4574110,2891786,6.1,"$1,950,000",2006
81134,4574118,2116814,5.6,"$53,000,000",2005
81135,4574118,2177286,6.7,"$150,000,000",2005
81136,4574118,2532621,5.8,"$12,000,000",2013
81137,4574118,2734095,7.3,"$145,000,000",2012
81138,4574135,2122603,8.1,"$15,900,000",1960
81139,4574135,2141055,6.6,"$3,000,000",1983
81140,4574135,2153112,7.0,"$2,000,000",1955
81141,4574135,2219717,6.9,"$1,000,000",1940
81142,4574135,2389110,7.0,"$2,700,000",1956
81143,4574135,2562968,6.8,"$1,000,000",1939
81144,4574135,2956612,6.3,"$100,000",1940
81145,4574135,3060294,6.6,"$110,753",1937
81146,4574148,2029133,6.2,"$25,000",1996
81147,4574157,2907479,5.1,"$3,000,000",1978
81148,4574249,2019209,4.7,"$10,000,000",1998
81149,4574249,2024822,5.8,"$6,000,000",1999
81150,4574249,2075079,4.5,"$10,000,000",1985
81151,4574249,2091479,7.2,"$21,500,000",1999
81152,4574249,2115001,6.9,"$3,300,000",1996
81153,4574249,2153978,7.1,"$26,000,000",2011
81154,4574249,2165508,5.9,"$11,000,000",1995
81155,4574249,2166068,6.5,"$6,000,000",1992
81156,4574249,2344676,7.2,"€ 462,000",2005
81157,4574249,2405851,7.1,"SEK 63,000,000",2014
81158,4574249,2458791,6.6,"$100,000,000",2002
81159,4574249,2461118,6.7,"$9,000,000",1993
81160,4574249,2470723,6.3,"$4,000,000",1989
81161,4574249,2542827,6.0,"$12,000,000",1995
81162,4574249,2556931,5.9,"$4,500,000",1991
81163,4574249,2700186,6.6,"$2,500,000",2005
81164,4574249,2723313,7.0,"$8,000,000",1993
81165,4574249,2885873,6.9,"$3,800,000",2009
81166,4574249,2899679,5.7,"$5,000,000",2006
81167,4574249,2948019,6.0,"$16,000,000",2000
81168,4574249,3002993,5.9,"£4,000,000",2009
81169,4574249,3036134,7.3,"$9,500,000",1990
81170,4574255,2493867,8.0,"€ 240,000",2004
81171,4574255,2500694,3.5,"€ 6,800,000",2011
81172,4574268,2952415,6.0,"$3,500,000",2007
81173,4574275,2310042,5.8,"ISK 20,000,000",2012
81174,4574280,2310042,5.8,"ISK 20,000,000",2012
81175,4574306,2031586,4.8,"$750,000",2013
81176,4574306,2626838,7.1,"$2,000",2012
81177,4574306,2825846,4.2,"$20,000",2010
81178,4574306,2877561,7.6,"£1,500",2011
81179,4574340,2062021,6.5,"$500,000",2004
81180,4574340,2102810,7.2,"$500,000",2006
81181,4574340,2117923,6.8,"$2,500,000",2007
81182,4574340,2117923,6.8,"$2,500,000",2007
81183,4574340,2369781,7.4,"$1,500,000",2007
81184,4574340,2383307,5.1,"€ 4,000,000",2009
81185,4574340,2545669,7.3,"$1,300,000",2008
81186,4574340,2650875,7.3,"$2,150,000",2012
81187,4574340,2950232,6.3,"$4,000,000",2013
81188,4574344,2361622,6.8,"$2,000,000",2011
81189,4574344,2541122,6.6,"$500,000",2005
81190,4574344,3022240,6.5,"$2,000,000",2008
81191,4574359,2838581,3.9,"$20,000,000",1998
81192,4574372,2468193,7.8,"€ 640,000",2013
81193,4574372,2522601,7.2,"EEK 28,000,000",2007
81194,4574372,2586510,7.2,"€ 600,000",2008
81195,4574372,2994514,6.3,"€ 2,700,000",2012
81196,4574372,3047240,6.6,"€ 1,500,000",2014
81197,4574388,2659222,5.6,"$3,000,000",2009
81198,4574389,2659222,5.6,"$3,000,000",2009
81199,4574392,2343063,3.6,"€ 2,000,000",2005
81200,4574393,2153530,5.9,"$350,000",2012
81201,4574399,2025746,7.5,"$12,000,000",2005
81202,4574399,2523620,5.5,"FRF 28,500,000",2001
81203,4574399,2751652,7.7,"$3,000,000",2001
81204,4574399,2796266,6.4,"€ 6,000,000",2009
81205,4574405,2339760,6.4,"$15,000,000",2007
81206,4574419,2931038,7.2,"$1,000,000",2012
81207,4574424,2050593,6.7,"$28,000,000",2014
81208,4574424,2471463,6.2,"$15,000,000",2012
81209,4574424,2559131,4.7,"$10,000,000",2010
81210,4574424,2887749,6.8,"$25,000,000",2011
81211,4574486,2496807,7.6,"€ 2,000,000",1992
81212,4574486,2496807,7.6,"€ 2,000,000",1992
81213,4574545,3047240,6.6,"€ 1,500,000",2014
81214,4574567,2688477,5.3,"CAD 150,000",1968
81215,4574578,2430031,6.1,"€ 2,500,000",2012
81216,4574580,2073885,5.5,"FIM 15,358,089",1990
81217,4574580,2617850,5.9,"$2,000,000",1986
81218,4574584,2424338,6.0,"$5,400,000",2005
81219,4574589,2083546,5.5,"$1,500,000",2000
81220,4574603,2785080,5.7,"£10,000",2008
81221,4574621,2129459,3.5,"£1,300,000",2011
81222,4574621,2129459,3.5,"£1,300,000",2011
81223,4574621,2422764,5.8,"$770,000",2008
81224,4574621,2422764,5.8,"$770,000",2008
81225,4574658,2132689,7.3,"$1,000,000",2012
81226,4574666,2263821,4.7,"$1,000,000",1983
81227,4574670,2163267,5.2,"$17,500,000",1979
81228,4574676,2448023,6.7,"$35,000",2010
81229,4574681,2578340,6.5,"$1,000,000",2009
81230,4574708,2057725,7.5,"$5,000",2013
81231,4574712,2058585,4.4,"$1,000,000",2006
81232,4574716,2394744,5.7,"$95,000,000",2000
81233,4574719,2160235,6.2,"CAD 2,800,000",1982
81234,4574719,2849847,6.9,"$4,000,000",1983
81235,4574725,2058585,4.4,"$1,000,000",2006
81236,4574727,2231312,7.4,"$40,000",2011
81237,4574734,2532223,7.6,"CAD 20,000",2013
81238,4574735,2532223,7.6,"CAD 20,000",2013
81239,4574761,2622773,5.0,"$6,400,000",1995
81240,4574773,2027785,6.1,"AUD 3,000,000",2010
81241,4574804,3025824,5.0,"$3,500,000",2014
81242,4574805,3025824,5.0,"$3,500,000",2014
81243,4574808,2367084,6.0,"$2,600,000",1999
81244,4574808,2790363,5.0,"$10,000,000",2002
81245,4574808,2891937,6.7,"$1,500,000",1997
81246,4574808,2903963,5.4,"$15,000,000",1999
81247,4574847,2363087,4.8,"$1,930,000",2005
81248,4574848,2028230,5.5,"€ 1,500,000",2006
81249,4574848,2317338,7.0,"€ 1,200,000",2002
81250,4574850,2685490,6.1,"€ 5,555,559",2013
81251,4574972,2269058,4.4,"$2,000,000",1995
81252,4574985,2924188,7.6,"$32,000,000",2009
81253,4574996,2265948,7.6,"€ 600,000",2012
81254,4575038,2263952,4.9,"CAD 3,400,000",1981
81255,4575039,2303499,6.5,"$5,000,000",2011
81256,4575068,2056145,6.5,"$12,000,000",2012
81257,4575068,2188500,6.0,"$17,500,000",2001
81258,4575068,2463265,8.0,"$6,970,000",2014
81259,4575068,2745575,5.6,"$1,500,000",2006
81260,4575080,2682400,7.5,"$60,000",1998
81261,4575080,3022240,6.5,"$2,000,000",2008
81262,4575084,2654213,6.6,"$6,000,000",1993
81263,4575103,2129350,6.4,"$34,200,000",1999
81264,4575103,2131696,6.4,"$10,000,000",1995
81265,4575103,2156834,5.8,"$25,000,000",1997
81266,4575103,2178642,5.8,"$40,000,000",2004
81267,4575103,2202109,4.6,"$11,000,000",2001
81268,4575103,2254464,6.4,"$13,000,000",1998
81269,4575103,2340100,3.7,"$35,000,000",2010
81270,4575103,2371454,6.7,"$8,000,000",1998
81271,4575103,2374868,7.0,"$12,000,000",1996
81272,4575103,2379777,5.3,"$14,000,000",2001
81273,4575103,2385487,4.7,"$50,000,000",2004
81274,4575103,2450776,5.9,"$17,700,000",2001
81275,4575103,2457562,5.4,"$18,000,000",2003
81276,4575103,2520870,5.1,"$15,000,000",1997
81277,4575103,2531047,5.2,"$35,000,000",2007
81278,4575103,2537098,5.3,"$80,000,000",2001
81279,4575103,2703491,5.1,"$10,000,000",1990
81280,4575103,2703495,4.3,"$15,000,000",1991
81281,4575103,2721742,5.1,"$33,100,000",2004
81282,4575103,2761507,5.7,"$10,000,000",1998
81283,4575103,2764698,5.4,"$35,000,000",2001
81284,4575103,2839398,4.3,"$25,000,000",2005
81285,4575103,2919611,5.5,"$65,000,000",2006
81286,4575103,2919613,5.5,"$70,000,000",2009
81287,4575103,2931494,4.4,"$50,000,000",2006
81288,4575103,2935448,5.4,"$28,000,000",2010
81289,4575103,2947344,6.0,"$20,000,000",1999
81290,4575103,2947901,6.8,"$18,000,000",1998
81291,4575103,2955361,6.4,"$65,000,000",2012
81292,4575103,3053615,5.3,"$45,000,000",2006
81293,4575124,2320512,5.0,"$500,000",2012
81294,4575154,2695819,3.0,"$3,200,000",2004
81295,4575158,2850075,5.3,"$25,000,000",1996
81296,4575158,2900022,5.3,"$10,000,000",1992
81297,4575158,2937369,3.1,"$1,000,000",1978
81298,4575223,2877623,6.1,"AUD 15,000,000",2014
81299,4575252,2107578,5.6,"$70,000,000",2002
81300,4575261,2913875,6.4,"$4,000",2013
81301,4575262,2521021,7.6,"$3,600,000",1996
81302,4575267,2212155,5.7,"CAD 3,700,000",1983
81303,4575267,2704754,5.4,"CAD 1,600,000",1980
81304,4575272,3028526,7.5,"$6,000,000",2013
81305,4575276,2538039,8.0,"$6,500",2014
81306,4575287,2661426,6.8,"$22,000,000",2014
81307,4575320,2963387,7.1,"€ 500,000",2013
81308,4575323,2315246,6.3,"HUF 70,000,000",2005
81309,4575350,2409903,5.1,"€ 8,000",2006
81310,4575405,2538039,8.0,"$6,500",2014
81311,4575418,2762272,7.3,"$87,000,000",2003
81312,4575419,2146103,3.6,"$5,000,000",2010
81313,4575430,2086807,3.4,"$5,000,000",2007
81314,4575430,2794293,5.1,"$7,000,000",2013
81315,4575431,2257175,6.1,"€ 1,500,000",2012
81316,4575447,2477289,3.6,"INR 400,000,000",2010
81317,4575477,2204399,6.6,"$46,000,000",1996
81318,4575477,2219102,5.8,"$116,000,000",1997
81319,4575477,2225157,5.8,"$80,000,000",1996
81320,4575477,2257888,5.3,"$71,500,000",1998
81321,4575477,2265554,4.6,"$72,000,000",2001
81322,4575477,2579644,6.0,"$60,000,000",1998
81323,4575488,2473601,2.3,"€ 5,000,000",2008
81324,4575488,2512814,4.2,"$8,000,000",2005
81325,4575488,2643634,4.2,"$11,500,000",2004
81326,4575503,2561587,5.1,"$56,000",1979
81327,4575504,2655327,5.4,"$3,000,000",2012
81328,4575504,2655327,5.4,"$3,000,000",2012
81329,4575514,2106291,6.3,"INR 180,000,000",2008
81330,4575514,2244516,6.2,"INR 350,000,000",2006
81331,4575514,2436957,6.6,"INR 220,000,000",2012
81332,4575514,2441247,7.0,"$7,217,600",2012
81333,4575514,2714508,7.1,"INR 220,000,000",2008
81334,4575514,2838709,3.8,"$8,247,000",2008
81335,4575517,2588259,5.6,"$85,000,000",2012
81336,4575525,2227648,5.7,"$2,000,000",2001
81337,4575525,2409293,7.1,"$8,000,000",2003
81338,4575525,2563780,7.1,"$35,000,000",2014
81339,4575525,2707573,4.7,"$20,000,000",2006
81340,4575530,2553036,7.1,"$1,500,000",2012
81341,4575558,2053740,6.5,"INR 15,000,000",2006
81342,4575581,3019149,7.6,"$150,000",2009
81343,4575594,2126027,4.0,"INR 120,000,000",2006
81344,4575594,3020263,6.6,"INR 200,000,000",2008
81345,4575683,2252436,5.8,"INR 80,000,000",2008
81346,4575702,2450108,5.2,"INR 32,500,000",2005
81347,4575703,2604253,7.1,"€ 100,000",2012
81348,4575726,2391971,3.0,"$6,000,000",2008
81349,4575748,2607353,4.5,"$2,000,000",2006
81350,4575754,2453269,6.2,"$1,000,000",2013
81351,4575765,2118675,6.4,"$14,000,000",2005
81352,4575765,2363113,4.6,"$10,500,000",1990
81353,4575784,2581492,4.7,"$25,000,000",2002
81354,4575794,2053740,6.5,"INR 15,000,000",2006
81355,4575803,2841088,6.0,"$200,000",2012
81356,4575817,2590612,5.5,"PLN 8,266,013",2010
81357,4575843,2878365,4.8,"$75,000",2003
81358,4575845,2710247,7.3,"$3,000",2005
81359,4575845,2774553,7.7,"$2,000,000",2010
81360,4575857,2278061,6.6,"$1,100,000",1999
81361,4575857,2454021,6.4,"$6,000,000",2013
81362,4575857,2454021,6.4,"$6,000,000",2013
81363,4575857,2856205,6.1,"$11,000,000",2006
81364,4575878,2578693,5.9,"$7,500,000",2002
81365,4575878,2672411,6.6,"CAD 20,000,000",2008
81366,4575899,2139653,5.5,"$7,300",1998
81367,4575901,2582556,6.2,"$1,000,000",1987
81368,4575956,2129350,6.4,"$34,200,000",1999
81369,4575956,2243163,5.7,"$17,000,000",2000
81370,4575956,2601420,5.8,"$50,000,000",2002
81371,4575956,2876653,7.5,"$55,000,000",2014
81372,4575956,2908197,3.3,"$16,000,000",2003
81373,4575967,2607020,5.9,"$1,500,000",2000
81374,4575979,2290207,8.2,"$10,000,000",2014
81375,4575979,2635413,4.4,"$3,000,000",2014
81376,4575980,2635413,4.4,"$3,000,000",2014
81377,4576004,2596470,7.3,"$4,500,000",2007
81378,4576013,2028133,4.4,"$2,580,000",2011
81379,4576073,2212420,6.2,"$1,000,000",2011
81380,4576083,2360836,6.0,"$4,000,000",2009
81381,4576084,2240354,8.2,"$4,000,000",1975
81382,4576095,2091929,6.6,"€ 25,000,000",2007
81383,4576095,2584351,6.8,"SEK 26,000,000",2013
81384,4576095,2799279,5.4,"SEK 16,500,000",2009
81385,4576095,2966681,5.0,"SEK 26,000,000",2014
81386,4576101,2406549,8.6,"SEK 600,000",2014
81387,4576102,2234403,4.9,"SEK 5,500,000",2013
81388,4576129,2447403,6.9,"NOK 12,000,000",2009
81389,4576147,3004168,6.2,"$23,000,000",2004
81390,4576163,2161381,7.1,"€ 45,000",2003
81391,4576174,3040766,7.7,"£235,000",2011
81392,4576180,2900620,7.9,"$60,000,000",2014
81393,4576203,2342920,5.9,"$1,000,000",2007
81394,4576203,2793310,7.2,"$2,000,000",1998
81395,4576221,2264341,7.5,"$20,000,000",2009
81396,4576221,2924188,7.6,"$32,000,000",2009
81397,4576222,2048237,7.8,"$150,000",2013
81398,4576231,2134239,8.0,"€ 3,000",2013
81399,4576243,2409918,6.3,"NOK 21,000,000",2009
81400,4576243,2477842,7.5,"NOK 54,000,000",2009
81401,4576243,2553680,5.1,"NOK 14,250,000",2008
81402,4576243,2613507,6.6,"NOK 15,155,100",2006
81403,4576243,2715562,5.5,"NOK 15,000,000",2007
81404,4576243,2727620,7.5,"NOK 22,000,000",2007
81405,4576277,2651451,6.8,"$200,000",2011
81406,4576285,2636001,5.2,"$1,500,000",2004
81407,4576286,2636001,5.2,"$1,500,000",2004
81408,4576295,2460643,7.9,"HRK 2,130,000",1996
81409,4576299,2261903,4.6,"$800,000",2012
81410,4576301,2261903,4.6,"$800,000",2012
81411,4576310,2802859,7.0,"$6,000,000",1958
81412,4576341,3001733,7.3,"$250,000",1999
81413,4576350,2656755,6.9,"$3,000,000",2007
81414,4576355,2024304,6.8,"$61,000,000",2013
81415,4576355,2733707,5.7,"BRL 20,000,000",2014
81416,4576394,2767996,5.8,"NZD 5,950,000",2008
81417,4576394,2971526,6.5,"$6,500,000",2010
81418,4576420,2784630,5.9,"€ 370,000",2004
81419,4576420,2793602,6.5,"CZK 16,000,000",2002
81420,4576459,2383034,4.9,"$6,000,000",2001
81421,4576459,3033821,6.4,"$9,000,000",2004
81422,4576476,2203588,5.1,"$1,000,000",2011
81423,4576476,2401858,4.4,"$1,500,000",2012
81424,4576559,2234774,6.4,"€ 500,000",2006
81425,4576579,2947564,3.3,"$5,000,000",2009
81426,4576600,2735701,6.3,"$17,000,000",1981
81427,4576606,2538521,7.1,"$2,500,000",2007
81428,4576614,2077582,3.5,"$10,000,000",1997
81429,4576614,2966605,7.9,"$25,000,000",1993
81430,4576632,2054073,6.9,"$500,000",2012
81431,4576644,2411665,6.6,"$10,000",2008
81432,4576656,2059222,5.3,"CAD 5,000,000",2010
81433,4576656,2337956,7.2,"CAD 350,000",2002
81434,4576656,2367705,6.5,"CAD 10,000,000",2010
81435,4576656,2429275,5.1,"CAD 4,000,000",2013
81436,4576656,2866425,5.3,"$16,000,000",2013
81437,4576656,2886426,7.0,"$12,700,000",2014
81438,4576679,2086774,6.6,"$11,000,000",2009
81439,4576679,2217310,8.0,"$12,800,000",2000
81440,4576679,2229593,6.6,"DKK 50,000,000",2005
81441,4576679,2234381,6.6,"€ 5,500,000",2012
81442,4576679,2253758,6.7,"€ 3,000,000",2007
81443,4576679,2258865,8.0,"DKK 83,000,000",2003
81444,4576679,2289879,5.7,"€ 4,000,000",2011
81445,4576679,2415987,6.9,"$2,500,000",1998
81446,4576679,2577113,7.1,"$7,400,000",2011
81447,4576680,2523337,5.6,"$355,237",2012
81448,4576680,2673364,6.1,"€ 1,300,000",2011
81449,4576680,2718054,6.6,"€ 15,000",2011
81450,4576680,2820807,6.2,"€ 10,000",2008
81451,4576687,2604925,5.3,"$4,500,000",1997
81452,4576697,2480663,5.8,"PLN 4,000,000",2006
81453,4576703,2721967,6.5,"€ 50",2009
81454,4576715,2413747,6.4,"CAD 160,000",1971
81455,4576753,2948092,7.3,"$1,000,000",2010
81456,4576813,2388123,5.7,"$7,000,000",2013
81457,4576819,2692854,6.7,"$1,500,000",2009
81458,4576846,2918704,5.0,"$4,000,000",2014
81459,4576857,2109142,3.9,"$9,000,000",2003
81460,4576858,2389355,4.2,"$26,000,000",1994
81461,4576859,2101310,7.1,"$500,000",2012
81462,4576860,2024940,3.2,"$45,000,000",2002
81463,4576879,2086807,3.4,"$5,000,000",2007
81464,4576887,2421486,6.1,"$500,000",2008
81465,4576891,2531703,7.0,"€ 11,000",2013
81466,4576903,2231973,3.3,"$50,000",2013
81467,4576905,2841475,6.3,"$125,000,000",2014
81468,4576911,2057725,7.5,"$5,000",2013
81469,4576976,2200333,6.8,$500,2006
81470,4576990,2380782,7.4,"$600,000",1981
81471,4577035,2859848,6.7,"$125,000,000",2012
81472,4577061,2623965,6.3,"$14,700,000",2009
81473,4577061,3042070,3.7,"$13,000,000",1999
81474,4577074,2889244,4.7,"$100,000",2014
81475,4577077,2735474,7.5,"$50,000",2008
81476,4577149,2809216,5.3,"$11,000,000",2011
81477,4577155,2805227,5.1,"$1,000,000",1999
81478,4577195,2312620,5.5,"CAD 1,200,000",1979
81479,4577229,2041128,6.3,"$4,000,000",2012
81480,4577245,2302399,7.2,"$10,000",2009
81481,4577261,2059863,3.9,"$1,000,000",2013
81482,4577342,2112301,5.7,"$500,000",2003
81483,4577343,2112301,5.7,"$500,000",2003
81484,4577343,2112301,5.7,"$500,000",2003
81485,4577343,2876733,5.6,"$160,000",2007
81486,4577360,2021838,7.7,"$18,000,000",2010
81487,4577366,2081671,6.9,"$8,000,000",2012
81488,4577366,2380750,6.2,"$35,000,000",1999
81489,4577366,2403404,6.5,"$27,000,000",2008
81490,4577366,2510708,7.0,"$12,000,000",2003
81491,4577366,2533604,4.9,"$1,800,000",2000
81492,4577366,2729652,6.4,"$7,600,000",2005
81493,4577366,2760240,6.0,"$7,000,000",2003
81494,4577366,3036076,6.0,"$5,000,000",1999
81495,4577422,2707720,6.2,"$3,500,000",1988
81496,4577422,2731195,3.6,"$28,000,000",1985
81497,4577449,2201098,7.2,"$12,500,000",2009
81498,4577496,2802804,4.1,"$4,000,000",2010
81499,4577502,2267779,7.0,"$50,000,000",2012
81500,4577502,2622659,7.2,"$15,000,000",2011
81501,4577638,2932808,7.4,"$75,000,000",2007
81502,4577673,2899184,3.7,"$1,200,000",2006
81503,4577681,2161931,5.6,"$10,000,000",1980
81504,4577689,2561448,7.1,"$180,000,000",2014
81505,4577689,2813552,6.5,"$33,000,000",2012
81506,4577757,2510715,5.6,"$2,500,000",2014
81507,4577802,2243867,5.9,"$15,000,000",2013
81508,4577816,2260997,3.5,"£3,200,000",2011
81509,4577836,2342637,7.0,"$5,000,000",1984
81510,4577860,2434892,2.5,"$127,000",1952
81511,4577860,2862058,5.2,"$1,400,000",1957
81512,4577861,2030808,4.8,"$3,000,000",2010
81513,4577863,2112301,5.7,"$500,000",2003
81514,4577873,2609538,6.5,"$65,000",2009
81515,4577874,2994001,5.9,"$1,500,000",2001
81516,4577881,2098750,5.1,"$5,000,000",2014
81517,4577881,2320987,4.9,"$60,000,000",1997
81518,4577881,2606165,5.9,"$30,000,000",2005
81519,4577881,2894317,5.9,"$80,000,000",2007
81520,4577887,2057725,7.5,"$5,000",2013
81521,4577966,2860098,7.7,"€ 60,000",2011
81522,4578026,2879217,4.7,"NZD 7,000,000",2007
81523,4578070,2911930,7.5,"$4,000,000",2010
81524,4578100,2403629,4.8,"£1,000,000",2013
81525,4578100,2441545,4.2,"£1,200,000",2009
81526,4578100,2926712,5.1,"$1,000,000",2013
81527,4578133,2373991,4.7,"$3,000,000",2014
81528,4578144,2580812,7.2,"$2,300,000",2011
81529,4578152,2024727,5.8,"$1,500,000",2007
81530,4578186,2723426,4.2,"$25,000,000",2008
81531,4578199,3002993,5.9,"£4,000,000",2009
81532,4578205,2802804,4.1,"$4,000,000",2010
81533,4578210,2934037,7.8,"$40,000,000",2010
81534,4578212,2590041,7.4,"$145,000,000",2011
81535,4578212,2896941,7.1,"$70,000,000",2007
81536,4578235,2069125,5.6,"$1,000,000",2007
81537,4578263,2206736,3.3,"$75,000",1987
81538,4578306,2442250,4.1,"$900,000",2014
81539,4578306,2889244,4.7,"$100,000",2014
81540,4578318,2748917,5.6,"$1,300,000",2007
81541,4578320,2538039,8.0,"$6,500",2014
81542,4578321,2725874,3.6,"$6,000,000",1989
81543,4578332,2354649,2.6,"$475,000",2005
81544,4578332,2956277,4.0,"$1,000,000",2005
81545,4578332,3033821,6.4,"$9,000,000",2004
81546,4578335,2773763,6.0,"$50,000,000",2004
81547,4578380,2992235,4.9,"$26,000,000",2006
81548,4578408,2184851,5.7,"$2,500,000",2010
81549,4578428,2092124,5.8,"$110,000,000",2004
81550,4578428,2141710,6.7,"$16,800,000",2006
81551,4578428,2176298,5.7,"$5,000,000",2005
81552,4578428,2214025,7.0,"$25,000,000",2009
81553,4578428,2215822,6.0,"HKD 30,000,000",1999
81554,4578428,2359046,6.0,"SGD 6,300,000",2000
81555,4578428,2449812,6.3,"HKD 35,000,000",2005
81556,4578428,2752046,7.0,"HKD 80,000,000",2004
81557,4578428,2752180,7.1,"$15,000,000",2010
81558,4578428,2774190,6.2,"$50,000,000",2003
81559,4578428,2774200,6.6,"$55,000,000",2000
81560,4578428,2776740,6.1,"$15,000,000",2007
81561,4578428,2881476,6.6,"$55,000,000",2008
81562,4578428,2895940,6.2,"$40,000,000",2010
81563,4578428,2935448,5.4,"$28,000,000",2010
81564,4578428,2943102,5.2,"$60,000,000",2003
81565,4578475,2114706,7.7,"$1,000,000",2010
81566,4578480,2172467,3.2,"$2,000,000",1970
81567,4578480,2321198,3.6,"CAD 975,000",1983
81568,4578487,2374075,4.3,"$4,500,000",2012
81569,4578501,2065145,6.3,"EGP 20,000,000",2012
81570,4578504,2320016,5.3,"$1,500,000",2009
81571,4578508,2523018,6.2,"$7,000,000",2009
81572,4578513,2474752,4.9,"$5,000,000",1974
81573,4578568,2291538,6.1,"$4,500,000",2004
81574,4578618,2791864,5.0,"$10,000,000",2000
81575,4578624,2419815,8.1,"$55,000",1961
81576,4578655,2353893,6.2,"SEK 5,000,000",2004
81577,4578683,2694011,5.9,"VEB 1,300,000,000",2008
81578,4578683,2990017,6.2,"$1,500,000",2010
81579,4578688,2065645,6.5,"€ 480,000",2013
81580,4578703,2077673,4.4,"$12,000,000",2009
81581,4578715,2867210,3.3,"$6,000,000",1956
81582,4578723,2827402,7.2,"ESP 440,000,000",1998
81583,4578723,2990017,6.2,"$1,500,000",2010
81584,4578723,3006830,6.1,"€ 700,000",2011
81585,4578730,2404850,6.2,"ESP 420,000,000",1993
81586,4578750,2461991,6.4,"NOK 212,100",2014
81587,4578753,2694011,5.9,"VEB 1,300,000,000",2008
